"summons_key";"summons_date";"offense_description";"age_group";"sex";"race";"jurisdiction_code";"boro";"precinct_of_occur";"x_coordinate_cd";"y_coordinate_cd";"latitude";"longitude";"law_section_number";"law_description";"summons_category_type";"year"
159384920;"2016-12-13 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK";"0";"QUEENS";105;1052702;183331;"40.66962157200004";"-73.75324465499993";"221.05";"Penal Law";"MARIJUANA";2016
159353394;"2016-12-13 00:00:00";"CONSUMPTION OF ALCOHOL";"25-44";"M";"BLACK";"0";"BRONX";42;1008456;239158;"40.82308412200007";"-73.91254217199997";"10-125";"Administrative Code";"ALCOHOL";2016
159353644;"2016-12-13 00:00:00";"OTHER ADMIN CODE";"45-64";"M";"BLACK";"0";"BROOKLYN";66;985510;169376;"40.63158265700008";"-73.99546196899996";"9999";"Administrative Code";"OTHER ADMIN CODE";2016
159353400;"2016-12-13 00:00:00";"MARIJUANA, POSSESSION OF";"<18";"M";"WHITE HISPANIC";"0";"QUEENS";111;1051633;214010;"40.75383601500005";"-73.75679113299998";"221.05";"Penal Law";"MARIJUANA";2016
159353785;"2016-12-13 00:00:00";"KEY IN IGNITION";"25-44";"M";"WHITE HISPANIC";"0";"STATEN ISLAND";120;964289;165772;"40.62166803200005";"-74.071905368";"10-111";"Administrative Code";"KEY";2016
159408987;"2016-12-13 00:00:00";"FAILURE TO COMPLY WITH SIGN";"18-24";"M";"ASIAN / PACIFIC ISLANDER";"0";"MANHATTAN";22;994010;224718;"40.783478055000046";"-73.96475834099994";"1-03";"Park Regs";"PARK REGS";2016
159384942;"2016-12-13 00:00:00";"CONSUMPTION OF ALCOHOL";"25-44";"M";"BLACK";"0";"BROOKLYN";70;998643;171516;"40.63744490100004";"-73.94814242399997";"10-125";"Administrative Code";"ALCOHOL";2016
159353442;"2016-12-13 00:00:00";"REVOKED REGISTRATION";"25-44";"M";"WHITE HISPANIC";"0";"QUEENS";101;1054542;161293;"40.609117801000025";"-73.74684142099994";"510-7";"VTL";"VTL";2016
159353531;"2016-12-13 00:00:00";"SALE/PURCHASE/USE OF ALCOHOL BY MINOR";"45-64";"M";"ASIAN / PACIFIC ISLANDER";"0";"STATEN ISLAND";122;961014;159333;"40.60398632500005";"-74.08368047599998";"65";"ABC";"ABC";2016
159384622;"2016-12-13 00:00:00";"UNLICENSED VEHICLE FOR HIRE";"45-64";"M";"WHITE HISPANIC";"0";"BROOKLYN";68;980155;170246;"40.633969766000064";"-74.01475525299998";"19-506";"Administrative Code";"TLC";2016
159353553;"2016-12-13 00:00:00";"ACCEPT ON HAIL";"25-44";"M";"BLACK";"0";"BROOKLYN";67;999575;176482;"40.651073938000025";"-73.94477308299997";"19-507";"Administrative Code";"TLC";2016
159353638;"2016-12-13 00:00:00";"OTHER TLC";"25-44";"M";"ASIAN / PACIFIC ISLANDER";"0";"BROOKLYN";66;984029;173873;"40.64392605200004";"-74.00079779799995";"9999";"TLC";"OTHER TLC";2016
159353510;"2016-12-13 00:00:00";"CONSUMPTION OF ALCOHOL";"45-64";"M";"BLACK";"0";"STATEN ISLAND";120;961172;162476;"40.61261362700003";"-74.08312221699998";"10-125";"Administrative Code";"ALCOHOL";2016
159353440;"2016-12-13 00:00:00";"FAILURE TO COMPLY WITH SIGN";"18-24";"M";"WHITE HISPANIC";"0";"QUEENS";107;1045896;205384;"40.73020172500002";"-73.777577061";"1-03";"Park Regs";"PARK REGS";2016
159353589;"2016-12-13 00:00:00";"OTHER VTL";"25-44";"F";"BLACK";"0";"BROOKLYN";67;999899;175831;"40.649286518000046";"-73.94360695899996";"9999";"VTL";"VTL";2016
159384783;"2016-12-13 00:00:00";"URINATING IN PUBLIC";"25-44";"M";"BLACK";"0";"BROOKLYN";79;997290;186557;"40.67873123800007";"-73.95298829699995";"153.09";"Health Code";"URINATING";2016
159384632;"2016-12-13 00:00:00";"DISCON: FIGHTING";"25-44";"M";"BLACK HISPANIC";"0";"MANHATTAN";13;987033;207016;"40.734895538000046";"-73.98995943399994";"240.20-1";"Penal Law";"DISORDERLY CONDUCT";2016
159557230;"2016-12-13 00:00:00";"OTHER VTL";"25-44";"M";"BLACK";"0";"BRONX";47;1022588;256759;"40.871343599000056";"-73.86138093899994";"9999";"VTL";"VTL";2016
159847403;"2016-12-13 00:00:00";"CONSUMPTION OF ALCOHOL";"45-64";"M";"WHITE HISPANIC";"0";"MANHATTAN";6;984016;205081;"40.729584871000036";"-74.00084573199997";"10-125";"Administrative Code";"ALCOHOL";2016
159353696;"2016-12-13 00:00:00";"CONSUMPTION OF ALCOHOL";"25-44";"M";"WHITE HISPANIC";"0";"MANHATTAN";25;1001168;229824;"40.797481848000075";"-73.93889813399994";"10-125";"Administrative Code";"ALCOHOL";2016
159353613;"2016-12-13 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"ASIAN / PACIFIC ISLANDER";"0";"BROOKLYN";61;1003126;152136;"40.58424237400004";"-73.93204402699998";"221.05";"Penal Law";"MARIJUANA";2016
159353764;"2016-12-13 00:00:00";"MARIJUANA, POSSESSION OF";"45-64";"M";"BLACK";"0";"QUEENS";101;1050315;158169;"40.60057561000008";"-73.76209564399994";"221.05";"Penal Law";"MARIJUANA";2016
159353538;"2016-12-13 00:00:00";"FAILURE TO COMPLY WITH SIGN";"25-44";"M";"WHITE HISPANIC";"0";"QUEENS";115;1018842;214963;"40.75664083800007";"-73.87514091299995";"1-03";"Park Regs";"PARK REGS";2016
159592040;"2016-12-20 00:00:00";"UNLICENSED OPERATOR";"25-44";"M";"WHITE HISPANIC";"0";"BRONX";52;1008647;253247;"40.861753771000046";"-73.91180081299996";"509";"VTL";"VTL";2016
159557263;"2016-12-20 00:00:00";"TRESPASS";"18-24";"M";"BLACK";"0";"MANHATTAN";25;1001508;232696;"40.80536404400005";"-73.93766276299993";"140.05";"Penal Law";"TRESPASS";2016
159557522;"2016-12-20 00:00:00";"LITTERING";"18-24";"F";"BLACK";"2";"BROOKLYN";79;995728;190315;"40.689048255000046";"-73.95861337799995";"16-118";"Administrative Code";"LITTERING";2016
159557376;"2016-12-20 00:00:00";"CONSUMPTION OF ALCOHOL";"45-64";"M";"BLACK";"0";"MANHATTAN";25;1000482;230366;"40.79897077700008";"-73.94137447199995";"10-125";"Administrative Code";"ALCOHOL";2016
159557131;"2016-12-20 00:00:00";"UNLICENSED VEHICLE FOR HIRE";"25-44";"M";"WHITE HISPANIC";"0";"BROOKLYN";68;983291;166661;"40.62413058900006";"-74.00345609799997";"19-506";"Administrative Code";"TLC";2016
159557338;"2016-12-20 00:00:00";"RECKLESS DRIVING";"45-64";"M";"WHITE HISPANIC";"0";"BRONX";46;1006189;249745;"40.852148280000044";"-73.92069849099995";"1212";"VTL";"VTL";2016
159557524;"2016-12-20 00:00:00";"CONSUMPTION OF ALCOHOL IN PARK";"25-44";"F";"WHITE";"0";"STATEN ISLAND";120;962978;171451;"40.63725263600002";"-74.07664577799993";"1-05F";"Park Regs";"ALCOHOL";2016
159557396;"2016-12-20 00:00:00";"OTHER ADMIN CODE";"18-24";"M";"WHITE";"0";"MANHATTAN";18;988506;217073;"40.76249888900003";"-73.98463798399997";"9999";"Administrative Code";"OTHER ADMIN CODE";2016
159591892;"2016-12-20 00:00:00";"BICYCLE ON SIDEWALK";"18-24";"M";"ASIAN / PACIFIC ISLANDER";"0";"MANHATTAN";13;989083;205732;"40.731370390000045";"-73.982563257";"19-176";"Administrative Code";"BIKE";2016
159557122;"2016-12-20 00:00:00";"RECKLESS DRIVING";"45-64";"M";"BLACK";"0";"BROOKLYN";71;997851;181159;"40.66391409200002";"-73.95097661399996";"1212";"VTL";"VTL";2016
159619467;"2016-12-20 00:00:00";"SMOKING IN ELEVATOR";"25-44";"M";"BLACK";"0";"STATEN ISLAND";120;963248;173085;"40.641738260000075";"-74.075678037";"181.17";"Health Code";"SMOKING";2016
159557248;"2016-12-20 00:00:00";"OTHER TRANSIT REG";"25-44";"M";"WHITE HISPANIC";"1";"BRONX";43;1017689;241175;"40.82859008200006";"-73.87917218299998";"9999";"Transit Regs";"OTHER TRANSIT REG";2016
159520512;"2016-12-20 00:00:00";"REVOCATION OR SUSPENSION";"25-44";"M";"BLACK";"0";"MANHATTAN";25;1002776;231994;"40.80343468000007";"-73.93308447999993";"2265";"VTL";"VTL";2016
159557469;"2016-12-20 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK";"0";"QUEENS";106;1035510;181168;"40.663800862000066";"-73.81523486299993";"221.05";"Penal Law";"MARIJUANA";2016
159557378;"2016-12-20 00:00:00";"CONSUMPTION OF ALCOHOL";"45-64";"M";"WHITE";"0";"MANHATTAN";25;1001371;232452;"40.804694598000026";"-73.93815825199994";"10-125";"Administrative Code";"ALCOHOL";2016
159702113;"2016-12-20 00:00:00";"RECKLESS DRIVING";"45-64";"M";"BLACK";"0";"MANHATTAN";14;988002;214967;"40.756718685000074";"-73.98645851699997";"1212";"VTL";"VTL";2016
159557336;"2016-12-20 00:00:00";"CONSUMPTION OF ALCOHOL";"18-24";"M";"WHITE";"0";"MANHATTAN";1;980770;197359;"40.70838915300004";"-74.01255348099994";"10-125";"Administrative Code";"ALCOHOL";2016
159592150;"2016-12-20 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"WHITE";"0";"STATEN ISLAND";123;927569;130217;"40.52391793700008";"-74.20388048799998";"221.05";"Penal Law";"MARIJUANA";2016
159702117;"2016-12-20 00:00:00";"OTHER NAVIGATION LAW";"18-24";"M";"WHITE";"0";"MANHATTAN";14;988191;215312;"40.75766554000006";"-73.98577611499996";"9999";"Navigation Law";"NAVIGATION LAW";2016
159520511;"2016-12-20 00:00:00";"CONSUMPTION OF ALCOHOL";"25-44";"M";"WHITE HISPANIC";"0";"MANHATTAN";25;1001128;232587;"40.80506560400005";"-73.93903565799998";"10-125";"Administrative Code";"ALCOHOL";2016
159592002;"2016-12-20 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"WHITE";"0";"BROOKLYN";62;984697;165618;"40.62126781200004";"-73.99839125799997";"221.05";"Penal Law";"MARIJUANA";2016
159591906;"2016-12-20 00:00:00";"REVOKED REGISTRATION";"25-44";"F";"WHITE HISPANIC";"0";"STATEN ISLAND";120;961010;170904;"40.63574629300007";"-74.08373471499993";"510-7";"VTL";"VTL";2016
159557326;"2016-12-20 00:00:00";"OTHER VTL";"25-44";"M";"BLACK";"0";"QUEENS";113;1041407;189383;"40.68631302600004";"-73.793909548";"9999";"VTL";"VTL";2016
159776181;"2016-12-20 00:00:00";"CONSUMPTION OF ALCOHOL";"25-44";"M";"WHITE";"0";"QUEENS";102;1030166;194869;"40.70143625300005";"-73.83440389599998";"10-125";"Administrative Code";"ALCOHOL";2016
159557270;"2016-12-20 00:00:00";"TRESPASS";"25-44";"M";"BLACK HISPANIC";"2";"BRONX";40;1006288;232919;"40.80596548900007";"-73.92039590599995";"140.05";"Penal Law";"TRESPASS";2016
159591980;"2016-12-20 00:00:00";"FAILURE TO COMPLY WITH SIGN";"18-24";"M";"WHITE";"0";"STATEN ISLAND";122;959892;148074;"40.57307961400005";"-74.08768050799995";"1-03";"Park Regs";"PARK REGS";2016
159643866;"2016-12-20 00:00:00";"VEHICLE IN PARK";"25-44";"M";"WHITE";"0";"MANHATTAN";22;991262;221525;"40.77471671800004";"-73.97468462999996";"1-05N";"Park Regs";"PARK REGS";2016
159557178;"2016-12-20 00:00:00";"FAILURE TO COMPLY WITH SIGN";"45-64";"M";"ASIAN / PACIFIC ISLANDER";"0";"MANHATTAN";22;994010;224718;"40.783478055000046";"-73.96475834099994";"1-03";"Park Regs";"PARK REGS";2016
159557366;"2016-12-20 00:00:00";"URINATING IN PUBLIC";"25-44";"M";"BLACK HISPANIC";"0";"MANHATTAN";26;994488;235340;"40.81263201500008";"-73.96301610399996";"16-1186";"Administrative Code";"URINATING";2016
159742014;"2016-12-20 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"BLACK HISPANIC";"0";"BRONX";44;1006434;244344;"40.83732351100008";"-73.91983075699994";"221.05";"Penal Law";"MARIJUANA";2016
159520465;"2016-12-20 00:00:00";"REVOCATION OR SUSPENSION";"18-24";"M";"BLACK";"0";"MANHATTAN";25;1001128;232587;"40.80506560400005";"-73.93903565799998";"2265";"VTL";"VTL";2016
159557441;"2016-12-20 00:00:00";"OTHER ADMIN CODE";"25-44";"M";"WHITE";"0";"MANHATTAN";22;994010;224718;"40.783478055000046";"-73.96475834099994";"9999";"Administrative Code";"OTHER ADMIN CODE";2016
159741964;"2016-12-20 00:00:00";"CONSUMPTION OF ALCOHOL";"25-44";"M";"ASIAN / PACIFIC ISLANDER";"0";"BROOKLYN";75;1017165;183047;"40.66904549700007";"-73.88135010699995";"10-125";"Administrative Code";"ALCOHOL";2016
159557085;"2016-12-20 00:00:00";"OTHER ADMIN CODE";"25-44";"M";"BLACK";"0";"BRONX";47;1022825;258275;"40.87550351600004";"-73.86051528099993";"9999";"Administrative Code";"OTHER ADMIN CODE";2016
159557455;"2016-12-20 00:00:00";"OTHER ADMIN CODE";"25-44";"M";"WHITE";"0";"MANHATTAN";22;994010;224718;"40.783478055000046";"-73.96475834099994";"9999";"Administrative Code";"OTHER ADMIN CODE";2016
159807136;"2016-12-20 00:00:00";"OTHER HEALTH CODE";"25-44";"M";"WHITE";"0";"MANHATTAN";1;982466;197787;"40.709564416000035";"-74.00643628099994";"9999";"Health Code";"OTHER HEALTH CODE";2016
159702129;"2016-12-20 00:00:00";"OTHER NAVIGATION LAW";"25-44";"M";"WHITE";"0";"MANHATTAN";14;987700;215734;"40.75882402800004";"-73.98754819899995";"9999";"Navigation Law";"NAVIGATION LAW";2016
159520336;"2016-12-20 00:00:00";"CONSUMPTION OF ALCOHOL";"45-64";"M";"BLACK";"0";"BROOKLYN";69;1006650;171944;"40.63860304000008";"-73.91929121799996";"10-125";"Administrative Code";"ALCOHOL";2016
159557443;"2016-12-20 00:00:00";"FAILURE TO COMPLY WITH SIGN";"25-44";"M";"BLACK";"0";"MANHATTAN";22;994010;224718;"40.783478055000046";"-73.96475834099994";"1-03";"Park Regs";"PARK REGS";2016
159557449;"2016-12-20 00:00:00";"PARK REGULATIONS";"25-44";"M";"WHITE";"0";"MANHATTAN";22;994010;224718;"40.783478055000046";"-73.96475834099994";"1-04";"Park Regs";"PARK REGS";2016
159591832;"2016-12-20 00:00:00";"CONSUMPTION OF ALCOHOL";"25-44";"M";"BLACK";"0";"BROOKLYN";77;1005737;183121;"40.669283720000074";"-73.92254527099993";"10-125";"Administrative Code";"ALCOHOL";2016
159557104;"2016-12-20 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK";"0";"BROOKLYN";81;1001469;191733;"40.69293103200005";"-73.93790851499993";"221.05";"Penal Law";"MARIJUANA";2016
159619455;"2016-12-20 00:00:00";"CONSUMPTION OF ALCOHOL";"65+";"M";"BLACK";"0";"QUEENS";113;1048122;188589;"40.68408777400003";"-73.76970479899995";"10-125";"Administrative Code";"ALCOHOL";2016
159650465;"2016-12-20 00:00:00";"VENDOR: (OTHER)";"45-64";"M";"WHITE HISPANIC";"0";"MANHATTAN";18;988573;215991;"40.75952904400003";"-73.98439682099996";"9999";"Administrative Code";"VENDING";2016
159557353;"2016-12-20 00:00:00";"DISCON: CREATE HAZARDOUS CONDITION";"25-44";"M";"BLACK";"0";"BRONX";48;1017958;246292;"40.84263373400006";"-73.878174458";"240.20-7";"Penal Law";"DISORDERLY CONDUCT";2016
159557520;"2016-12-20 00:00:00";"CONSUMPTION OF ALCOHOL";"<18";"F";"BLACK HISPANIC";"2";"BRONX";43;1022052;239219;"40.82320382800003";"-73.86341785999997";"10-125";"Administrative Code";"ALCOHOL";2016
159619454;"2016-12-20 00:00:00";"URINATING IN PUBLIC";"45-64";"M";"ASIAN / PACIFIC ISLANDER";"0";"QUEENS";109;1031553;217588;"40.76378691300005";"-73.829241928";"16-1186";"Administrative Code";"URINATING";2016
159701902;"2016-12-20 00:00:00";"OTHER TRAFFIC REG";"18-24";"F";"WHITE HISPANIC";"0";"BRONX";41;1015404;236643;"40.81615938700002";"-73.88744988699995";"9999";"Traffic Regs";"OTHER TRAFFIC REG";2016
159557260;"2016-12-20 00:00:00";"OTHER ADMIN CODE";"18-24";"M";"WHITE";"0";"MANHATTAN";22;994010;224718;"40.783478055000046";"-73.96475834099994";"9999";"Administrative Code";"OTHER ADMIN CODE";2016
159557475;"2016-12-20 00:00:00";"CONSUMPTION OF ALCOHOL";"25-44";"M";"ASIAN / PACIFIC ISLANDER";"0";"QUEENS";106;1029944;185958;"40.676978794000036";"-73.83526498199996";"10-125";"Administrative Code";"ALCOHOL";2016
159702135;"2016-12-20 00:00:00";"OTHER NAVIGATION LAW";"25-44";"M";"ASIAN / PACIFIC ISLANDER";"0";"MANHATTAN";14;988461;211832;"40.74811369600008";"-73.98480370799997";"9999";"Navigation Law";"NAVIGATION LAW";2016
159591992;"2016-12-20 00:00:00";"EXPOSURE OF PERSON";"18-24";"F";"ASIAN / PACIFIC ISLANDER";"2";"QUEENS";114;1007654;219564;"40.76930608700008";"-73.91550817999997";"245.01";"Penal Law";"EXPOSURE";2016
159557115;"2016-12-20 00:00:00";"MARIJUANA, POSSESSION OF";"<18";"M";"BLACK";"0";"QUEENS";107;1036228;204246;"40.72714029500003";"-73.81246875999993";"221.05";"Penal Law";"MARIJUANA";2016
159557179;"2016-12-20 00:00:00";"URINATING IN PUBLIC";"45-64";"M";"BLACK";"0";"MANHATTAN";26;996241;236149;"40.81485028900005";"-73.95668184799997";"16-1186";"Administrative Code";"URINATING";2016
159557390;"2016-12-20 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"WHITE HISPANIC";"0";"BRONX";46;1006593;247401;"40.84571368100006";"-73.91924596399997";"221.05";"Penal Law";"MARIJUANA";2016
159557518;"2016-12-20 00:00:00";"DISCON: UNREASONABLE NOISE";"25-44";"M";"BLACK";"2";"BRONX";40;1005755;234896;"40.81139311900005";"-73.92231487199997";"240.20-2";"Penal Law";"DISORDERLY CONDUCT";2016
159557473;"2016-12-20 00:00:00";"IDLING OF VEHICLE";"25-44";"M";"ASIAN / PACIFIC ISLANDER";"0";"QUEENS";106;1035232;188515;"40.683968290000045";"-73.81618134099993";"24-163";"Administrative Code";"TLC";2016
159557078;"2016-12-20 00:00:00";"RECKLESS DRIVING";"45-64";"F";"BLACK";"0";"BRONX";47;1022512;258771;"40.87686624400004";"-73.86164424599998";"1212";"VTL";"VTL";2016
159591987;"2016-12-20 00:00:00";"DISCON: FIGHTING";"18-24";"M";"BLACK";"2";"BROOKLYN";73;1008896;184838;"40.67398826900006";"-73.91115146199996";"240.20-1";"Penal Law";"DISORDERLY CONDUCT";2016
159557439;"2016-12-20 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"WHITE";"0";"MANHATTAN";22;994010;224718;"40.783478055000046";"-73.96475834099994";"221.05";"Penal Law";"MARIJUANA";2016
159557530;"2016-12-20 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"WHITE HISPANIC";"0";"BRONX";46;1009888;247975;"40.84728019100004";"-73.907334484";"221.05";"Penal Law";"MARIJUANA";2016
159592000;"2016-12-20 00:00:00";"IDLING OF VEHICLE";"25-44";"M";"WHITE HISPANIC";"0";"BROOKLYN";62;984108;162893;"40.61378826200007";"-74.00051289599996";"24-163";"Administrative Code";"TLC";2016
159592092;"2016-12-20 00:00:00";"KEY IN IGNITION";"25-44";"F";"BLACK";"0";"BROOKLYN";77;1004358;185159;"40.67488081200002";"-73.92751019799994";"10-111";"Administrative Code";"KEY";2016
159776273;"2016-12-27 00:00:00";"NOISE (ENGINE EXHAUST)";"25-44";"M";"BLACK";"0";"MANHATTAN";32;1001900;238191;"40.82044551200005";"-73.93623234699999";"24-227";"Administrative Code";"NOISE";2016
159741936;"2016-12-27 00:00:00";"REVOKED REGISTRATION";"25-44";"M";"BLACK";"0";"BROOKLYN";69;1012373;170160;"40.63369002100006";"-73.89867792899997";"510-7";"VTL";"VTL";2016
159741905;"2016-12-27 00:00:00";"UNLICENSED VEHICLE FOR HIRE";"25-44";"M";"BLACK";"0";"BROOKLYN";67;998379;176396;"40.65083987500003";"-73.94908341599995";"19-506";"Administrative Code";"TLC";2016
159741819;"2016-12-27 00:00:00";"VIOLATE RESTRICTED USE LICENSE";"45-64";"M";"WHITE HISPANIC";"0";"BROOKLYN";72;982842;176142;"40.65015385800007";"-74.00507553499993";"530";"VTL";"VTL";2016
159776292;"2016-12-27 00:00:00";"DISCON: OBSCENE LANGUAGE/GESTURE";"45-64";"M";"BLACK";"0";"QUEENS";105;1055874;199798;"40.714794402000045";"-73.74163516699997";"240.20-3";"Penal Law";"DISORDERLY CONDUCT";2016
159823815;"2016-12-27 00:00:00";"CONSUMPTION OF ALCOHOL";"25-44";"M";"ASIAN / PACIFIC ISLANDER";"0";"QUEENS";113;1042507;188577;"40.68409357400003";"-73.78995024399995";"10-125";"Administrative Code";"ALCOHOL";2016
159847549;"2016-12-27 00:00:00";"FAILURE TO COMPLY WITH SIGN";"<18";"M";"WHITE";"0";"MANHATTAN";22;994010;224718;"40.783478055000046";"-73.96475834099994";"1-03";"Park Regs";"PARK REGS";2016
159776444;"2016-12-27 00:00:00";"URINATING IN PUBLIC";"45-64";"M";"WHITE";"0";"BROOKLYN";90;998461;194890;"40.70160160300003";"-73.94874891199999";"16-1186";"Administrative Code";"URINATING";2016
159741935;"2016-12-27 00:00:00";"REVOKED REGISTRATION";"25-44";"F";"BLACK";"0";"BROOKLYN";69;1008913;174230;"40.64487160600004";"-73.91112897399995";"510-7";"VTL";"VTL";2016
159807124;"2016-12-27 00:00:00";"LEAVING THE SCENE OF AN ACCIDENT (PROP. DAM.)";"25-44";"M";"BLACK";"0";"QUEENS";113;1041498;189225;"40.68587876500004";"-73.79358277099993";"600";"VTL";"VTL";2016
159741776;"2016-12-27 00:00:00";"RECKLESS DRIVING";"18-24";"M";"ASIAN / PACIFIC ISLANDER";"0";"QUEENS";104;1012430;194510;"40.70052513500008";"-73.89837078499993";"1212";"VTL";"VTL";2016
159741887;"2016-12-27 00:00:00";"HARASSMENT 2";"45-64";"M";"BLACK";"0";"BROOKLYN";71;995256;178879;"40.657659600000045";"-73.96033401599993";"240.26";"Penal Law";"HARASSMENT 2";2016
159741817;"2016-12-27 00:00:00";"KEY IN IGNITION";"18-24";"F";"WHITE HISPANIC";"0";"BROOKLYN";72;986444;179433;"40.65918677600007";"-73.99209372799999";"10-111";"Administrative Code";"KEY";2016
159741768;"2016-12-27 00:00:00";"MARIJUANA, POSSESSION OF";"25-44";"M";"ASIAN / PACIFIC ISLANDER";"0";"QUEENS";114;1007654;219564;"40.76930608700008";"-73.91550817999997";"221.05";"Penal Law";"MARIJUANA";2016
159742033;"2016-12-27 00:00:00";"KEY IN IGNITION";"18-24";"M";"WHITE";"0";"STATEN ISLAND";121;943691;170165;"40.633655523000066";"-74.14613020599995";"10-111";"Administrative Code";"KEY";2016
159741818;"2016-12-27 00:00:00";"DISCON: OBSTRUCT VEHICLE";"25-44";"F";"ASIAN / PACIFIC ISLANDER";"0";"BROOKLYN";72;982007;171322;"40.63692382000005";"-74.00808306999993";"240.205B";"Penal Law";"DISORDERLY CONDUCT";2016
159807151;"2016-12-27 00:00:00";"URINATING IN PUBLIC";"45-64";"M";"BLACK";"0";"MANHATTAN";26;995236;232195;"40.80399896100005";"-73.96031905799998";"16-1186";"Administrative Code";"URINATING";2016
159807115;"2016-12-27 00:00:00";"URINATING IN PUBLIC";"18-24";"M";"WHITE HISPANIC";"0";"QUEENS";102;1022415;192860;"40.695958846000046";"-73.86236946299994";"153.09";"Health Code";"URINATING";2016
159807054;"2016-12-27 00:00:00";"LITTERING";"25-44";"F";"WHITE HISPANIC";"2";"BRONX";47;1026877;262050;"40.885846065000074";"-73.84583936199994";"16-118";"Administrative Code";"LITTERING";2016
159776081;"2016-12-27 00:00:00";"KNIFE, ANY IN PUBLIC VIEW";"18-24";"M";"WHITE HISPANIC";"0";"QUEENS";114;1007218;216657;"40.761328269000046";"-73.91709216199997";"10-133C";"Administrative Code";"KNIFE";2016
159741924;"2016-12-27 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"BLACK";"2";"MANHATTAN";7;987063;198657;"40.71195209300004";"-73.98985467599994";"221.05";"Penal Law";"MARIJUANA";2016
159741742;"2016-12-27 00:00:00";"MARIJUANA, POSSESSION OF";"<18";"M";"WHITE";"0";"BRONX";49;1025402;252114;"40.85858182800007";"-73.85123476799998";"221.05";"Penal Law";"MARIJUANA";2016
159776024;"2016-12-27 00:00:00";"CONSUMPTION OF ALCOHOL";"25-44";"M";"WHITE HISPANIC";"0";"MANHATTAN";13;990742;208935;"40.74016077500005";"-73.97657424399995";"10-125";"Administrative Code";"ALCOHOL";2016
159741955;"2016-12-27 00:00:00";"URINATING IN PUBLIC";"45-64";"M";"WHITE HISPANIC";"0";"QUEENS";104;1012712;192176;"40.69411794900003";"-73.89736361999996";"16-1186";"Administrative Code";"URINATING";2016
159823685;"2016-12-27 00:00:00";"RECKLESS DRIVING";"25-44";"F";"ASIAN / PACIFIC ISLANDER";"0";"MANHATTAN";5;983573;200467;"40.716920533000064";"-74.00244363499998";"1212";"VTL";"VTL";2016
159741962;"2016-12-27 00:00:00";"MARIJUANA, POSSESSION OF";"18-24";"M";"ASIAN / PACIFIC ISLANDER";"0";"QUEENS";111;1053463;205626;"40.73080998000006";"-73.75027228699997";"221.05";"Penal Law";"MARIJUANA";2016
159741982;"2016-12-27 00:00:00";"URINATING IN PUBLIC";"18-24";"M";"WHITE HISPANIC";"0";"MANHATTAN";9;988284;205840;"40.73166722500007";"-73.98544610299997";"153.09";"Health Code";"URINATING";2016
159702064;"2016-12-27 00:00:00";"CONSUMPTION OF ALCOHOL";"45-64";"M";"BLACK";"0";"BRONX";52;1010565;252137;"40.85870164700003";"-73.90487117499998";"10-125";"Administrative Code";"ALCOHOL";2016
159776145;"2016-12-27 00:00:00";"CONSUMPTION OF ALCOHOL";"25-44";"M";"BLACK";"0";"BRONX";46;1005303;248396;"40.84844783200003";"-73.92390535299995";"10-125";"Administrative Code";"ALCOHOL";2016
159741980;"2016-12-27 00:00:00";"URINATING IN PUBLIC";"45-64";"M";"WHITE HISPANIC";"0";"MANHATTAN";18;986588;217986;"40.76500555400003";"-73.99156133399998";"16-1186";"Administrative Code";"URINATING";2016
159807250;"2016-12-27 00:00:00";"OTHER VTL";"25-44";"M";"BLACK";"0";"BROOKLYN";78;989005;187802;"40.68215680800005";"-73.98285734999997";"9999";"VTL";"VTL";2016
159741864;"2016-12-27 00:00:00";"MARIJUANA, POSSESSION OF";"<18";"M";"WHITE";"0";"STATEN ISLAND";122;954943;148360;"40.573849649000074";"-74.10549615599997";"221.05";"Penal Law";"MARIJUANA";2016
159742060;"2016-12-27 00:00:00";"NO NAME OR ADDRESS DISPLAYED";"25-44";"M";"BLACK";"0";"QUEENS";113;1049760;184785;"40.673634720000045";"-73.76383583799998";"10-127";"Administrative Code";"VENDING";2016
159741856;"2016-12-27 00:00:00";"UNLICENSED VEHICLE FOR HIRE";"45-64";"M";"BLACK";"0";"STATEN ISLAND";121;944270;167010;"40.62499835600005";"-74.14402545899996";"19-506";"Administrative Code";"TLC";2016
159823842;"2016-12-27 00:00:00";"CONSUMPTION OF ALCOHOL";"25-44";"M";"BLACK";"0";"BROOKLYN";77;1001857;183551;"40.67047254000005";"-73.93653073699994";"10-125";"Administrative Code";"ALCOHOL";2016
